EXTRACTION_ID,SITE_ID,DOSE,FOCUS,DIE_ROW,DIE_COL,DIE_ID
56,7,-0.8291496178182481,59.02529450400166,18,13,1318
57,1,-1.6462311414991517,-75.1046289344698,16,6,616
58,7,-1.4367295145541013,64.33365269607671,12,14,1412
59,5,0.665429284172329,20.23426895090776,8,2,208
60,8,-0.7583765163118437,-62.63705549905535,10,12,1210
61,8,-0.14134709237111392,-30.095836285540408,5,18,1805
62,7,0.21255868433783848,-27.5439406023248,9,19,1909
63,4,0.6191408790947098,-2.9711602765501306,7,5,507
64,4,-0.3349027987134741,-32.16863795658554,4,6,604
65,7,0.49871570048060176,-49.63727404827219,19,12,1219
66,1,-0.8900602921208429,-18.27526215088904,0,7,700
67,3,-0.36171402567801186,-61.61338431654294,1,14,1401
68,5,-1.0244155877878707,-77.37159435858462,3,4,403
69,9,1.1317672163619168,-2.890588950441517,19,3,319
70,7,-0.027083228066991226,52.9724535332741,13,1,113
71,8,-0.7393074876302995,-91.76230230704189,17,9,917
72,2,-0.3523717980651465,0.2104890878376268,4,4,404
73,3,-0.22172848072327495,-38.997371688077735,14,5,514
74,3,0.7005197913250095,-58.62872622808138,7,18,1807
75,7,-1.595636178185236,51.20625916287713,9,16,1609
76,5,-1.037205841625419,-31.090181345439973,0,16,1600
77,2,-0.3781072515574971,89.89810098389276,12,11,1112
78,7,2.5323058327678063,-46.7903618487836,16,2,216
79,6,0.9556788925319947,23.190119617549946,13,14,1413
80,9,-0.11145167913094357,-13.63698039343219,3,12,1203
81,6,0.7119995824108395,-45.24130854758179,10,18,1810
82,2,2.057436169630336,35.260502554665166,5,9,905
83,8,-0.23374392677539008,-9.298954384488436,19,3,319
84,2,-0.36641334409756016,36.192634842818805,17,11,1117
85,1,1.2119435432218957,-2.8374904330197634,3,9,903
86,8,0.49417549813294265,-65.1489753180863,10,13,1310
87,5,0.6713331553225568,-6.124154591334417,18,7,718
88,6,-0.5082223992805806,3.1173101709684303,16,6,616
89,2,1.9242031323427422,57.50777723287183,14,2,214
90,7,1.7095908015936603,-54.37614044011071,12,19,1912
91,4,0.5659477888727499,-2.359791196038325,0,15,1500
92,9,0.6842898381472375,-103.31272381380234,14,9,914
93,6,-2.0272608722430356,39.08958362059894,9,4,409
94,9,0.6377097934972082,-64.88897847843874,1,12,1201
95,8,-0.19410858722532306,-108.38157126501632,4,8,804
96,8,0.43390570582822213,-3.553010056484232,10,12,1210
97,1,0.6824594118460978,66.34109751977078,14,1,114
98,7,-0.3412917681082754,-91.46681689271253,10,3,310
99,6,-1.6904818001870843,-65.28213512330564,12,14,1412
100,4,0.36787456507423494,-44.59649346319688,17,1,117
101,3,-0.7413836524403951,-67.7697987805202,13,13,1313
102,6,-0.3301940927243394,22.765673300075086,7,8,807
103,2,-0.6045098440941945,-48.442046702669145,12,0,12
104,2,-0.34157425525518803,-43.29088418761213,11,15,1511
105,8,-2.3095209572659416,34.99832392093867,2,13,1302
106,7,1.2169471272315173,-45.330877858121056,1,16,1601
107,6,0.253346102326474,25.966805866843334,13,17,1713
108,7,1.111399262918864,-58.283110312922595,7,14,1407
109,3,1.9798418298099358,-72.72831085291736,11,16,1611
110,7,0.022593122562750742,-110.12695735145536,6,2,206
111,2,-1.8024362558405755,111.67216721470373,4,18,1804
112,5,-0.8938868503795847,-19.2155419278598,3,18,1803
113,2,-1.2069044808967102,14.636002076905749,7,13,1307
114,4,-0.501874643144999,-1.8629705388479518,16,16,1616
115,4,0.07964797806597748,9.597705420435764,8,14,1408
116,4,-2.002187267023239,2.9811887624623488,7,17,1707
117,5,0.34247549334155225,114.49302235216192,11,17,1711
118,1,-1.5103566532858779,-62.33559545742884,19,10,1019
119,4,0.29736526280001135,-93.44772636589062,7,16,1607
120,8,-0.1094911451769814,-60.71758010906129,11,18,1811
121,4,-0.3136312391925775,-80.08254058551276,8,5,508
122,5,-0.07304305594131319,44.81772314891655,12,0,12
123,1,-0.5397780157316924,49.22269257226541,8,3,308
124,4,-0.6124714434041737,-57.67893270901959,12,0,12
125,9,-1.6827563908688876,-83.4261465877795,10,8,810
126,5,-0.02962731484932925,-21.287799188465687,13,0,13
127,1,1.8455337106233174,83.46743267258361,19,5,519
128,7,1.9804950628846045,-169.17416506789897,3,5,503
129,7,1.3218175965449428,31.597606140952482,11,14,1411
130,4,0.7058016008515581,-64.54531364691512,8,4,408
131,1,-0.6764801240799883,62.42202879247645,7,18,1807
132,8,1.4427507882162613,-64.67543645260513,4,3,304
133,3,-0.056127554440968945,-17.124949632950432,1,19,1901
134,9,-0.06887550976307337,-90.3767460383738,8,11,1108
135,4,-0.29122713183926474,-58.63547102988584,16,4,416
136,4,0.09196189901829563,83.1503497827671,1,0,1
137,8,-0.43521490158805637,49.23472115340352,8,6,608
138,2,-0.08378216937310629,-24.100089129040537,19,11,1119
139,1,-1.0845991087272615,-52.210342212255355,19,2,219
140,7,-0.3736637047405186,-113.62842819070885,4,3,304
141,9,2.280556469949822,-23.619402714059056,0,2,200
142,9,-0.0695940279619468,-1.85419515517788,13,13,1313
143,2,-0.23866056477176292,-5.043261470069042,0,1,100
144,2,0.5323742791050526,-5.627515678570212,6,0,6
145,4,0.708121821703462,-67.30857763361556,9,9,909
146,7,-1.1137688591720734,-3.9764331219370783,17,6,617
147,9,-0.20715878280324507,-2.3204027721063554,1,11,1101
148,8,0.9182758409347652,77.43372226819065,13,18,1813
149,4,0.26983762907210557,112.00400726114172,10,17,1710
150,9,0.12195404350177193,-8.219341615067497,2,10,1002
151,3,1.5540176686087332,-45.978357070553194,16,12,1216
152,2,-0.6777727596396438,-3.8989277857178193,16,16,1616
153,4,0.08274589510763317,-36.457276515266216,9,8,809
154,1,-0.5200586652550714,-44.546028944774946,18,13,1318
155,7,1.4903082290762408,-3.519009115328542,12,4,412
156,9,-1.9518603992765322,-62.59826586913891,18,12,1218
157,1,-0.6701416954837595,36.36640506930105,19,4,419
158,2,-0.5291569660279176,-6.234932951044637,11,3,311
159,2,0.66353962317159,15.000498411597153,5,15,1505
160,2,0.606275476109527,-10.97640215824029,2,11,1102
161,5,1.3951942602387315,-43.63526683514473,11,7,711
162,6,-1.5740328423373253,-56.877573584931106,3,0,3
163,9,0.7504750090304797,-14.236560259472459,15,4,415
164,5,-0.29327986428830616,-32.92562024566872,18,16,1618
165,9,-0.6656252372581756,14.034079992574537,4,9,904
166,7,0.539568533372521,-0.26590219185836195,11,19,1911
167,8,-0.9201395827356486,-81.73840487536376,0,18,1800
168,2,-2.0769132953143226,4.027277965701105,3,17,1703
169,5,-0.37021848892263526,-80.57162502844544,7,0,7
170,9,-1.4977708516419035,-36.98865753115683,17,1,117
171,7,-0.6489158210706784,-17.661216553070844,19,11,1119
172,2,0.3715547637511007,-124.51639667467866,12,6,612
173,8,0.311999745614158,5.490446871598881,11,16,1611
174,7,1.5868994489785668,9.059000982860104,11,6,611
175,2,-0.19965474694348667,-9.481451605480371,1,3,301
176,1,-1.5333315905478553,-25.45903634829565,7,2,207
177,3,-0.7560968566356783,-22.4162196064884,19,6,619
178,5,-0.9193842246262718,-58.59236811666341,8,12,1208
179,2,-1.2178251584582491,-16.182022183728712,4,2,204
180,1,0.43536719501544086,-33.15670821089171,4,15,1504
181,1,-0.6452323379652398,5.501123561243926,14,6,614
182,3,-1.9773728166870077,-72.24816537269143,0,6,600
183,4,0.6969228031192131,14.135394540668639,19,13,1319
184,3,-0.11142656870670702,8.593133608660189,17,17,1717
185,5,0.3568372783525386,-8.493769930723422,11,8,811
186,7,0.10572154469998292,-26.35228938517734,9,15,1509
187,3,0.6316547341483746,33.14039354820675,15,6,615
188,5,0.038018747015535724,-99.87610240763188,10,2,210
189,7,1.2362024834782115,27.62720028870721,9,16,1609
190,1,0.42498278997722555,14.58224797142233,6,15,1506
191,9,0.3920676233884034,17.002577552076932,8,15,1508
192,9,0.40986691768255656,22.998755545960517,15,17,1715
193,3,-1.45663774256872,-39.21866439557102,1,9,901
194,8,-0.16463575180371992,-15.567603498086132,0,3,300
195,3,-0.2593164895494978,38.22349987298096,14,11,1114
196,9,0.2075467211604842,25.838354644986616,7,11,1107
197,6,-1.3586941642962918,12.402765926558924,16,7,716
198,3,1.634114776892911,-90.85921470717766,0,12,1200
199,1,0.10438866415652721,32.27322689299248,18,5,518
200,4,-1.211317540650674,70.16825951958639,2,12,1202
201,7,-1.7088869635788377,60.58028958257146,8,15,1508
202,3,-0.28128729372066874,14.032682926146324,19,1,119
203,5,-0.08967541292646578,-93.46071621625167,2,9,902
204,2,-0.7182920859743898,56.552688853681204,13,13,1313
205,4,0.09211382792392302,-8.835278203186038,14,1,114
206,1,-0.6411757672395606,-151.95117888401793,8,12,1208
207,9,0.5516582517062987,22.632444186432238,1,18,1801
208,5,-0.7245418183888837,-89.53030698477218,10,16,1610
209,8,-0.03850022510492524,-77.78643481170377,8,13,1308
210,2,0.9788391733621384,-38.097533542431165,17,16,1617
211,2,2.5716688829102927,76.35547067297304,13,7,713
212,2,-1.0076431926306066,-22.25072125070358,6,6,606
213,6,-0.46450777008709926,16.259495264202936,1,1,101
214,8,-0.8398356977999346,104.87807782513383,11,14,1411
215,6,0.7843283217692749,95.6417857593475,5,6,605
216,5,-1.1480993057175632,-6.201204949641901,13,17,1713
217,9,-0.4843570455930865,-14.491261323630678,17,9,917
218,2,-0.029601283237510274,-75.65223804537301,7,17,1707
219,2,-0.9786785394797441,-41.667484450895465,18,2,218
220,7,-0.9573250423091814,25.521500856766206,10,3,310
221,8,-0.47562288812186493,23.74384570857881,10,6,610
222,3,-2.10044024033736,6.6142938704375736,15,0,15
223,3,-1.4454782170733342,59.68809945383552,15,9,915
224,5,-0.4130340877931743,-46.342080781990845,18,13,1318
225,8,0.14823063634199898,-3.3645912110079013,19,13,1319
226,3,-0.18575998595359344,43.87457930968873,3,4,403
227,8,-1.7739686948393945,35.04875437367508,8,3,308
228,5,-0.46378629175999775,64.25674654394517,18,11,1118
229,7,0.7984376405061764,23.82122440590364,6,12,1206
230,6,0.5558655119913222,-18.564153335809912,0,18,1800
231,5,-0.07874786152783442,21.73153561574397,11,17,1711
232,5,-0.8873698750982034,-60.155711783046534,15,7,715
233,9,0.6312163709522058,-98.36755989258758,14,3,314
234,4,-0.5789289812099466,34.840306853830626,16,5,516
235,9,-1.1692484024740184,-3.308419969260504,12,17,1712
236,8,-0.8021862351617889,18.504577585020513,2,9,902
237,2,1.4483452917741528,-101.86106183048508,16,19,1916
238,8,0.22018003820169318,-21.906841483525803,8,13,1308
239,4,1.1592470530477048,-35.99142682389165,16,11,1116
240,2,-0.47933631330936793,-51.85272688420019,16,2,216
241,3,0.938149339185143,-135.30090038774762,19,11,1119
242,2,-0.6015040436180767,-20.092408928223076,0,7,700
243,4,-0.15742736903283047,53.838257289971445,17,16,1617
244,2,2.4863502599556933,22.85986331182429,12,2,212
245,5,0.7671486322996173,-36.056796579948376,9,3,309
246,9,-0.5011703753276925,-0.892558299018011,15,13,1315
247,9,-0.08481903902671983,45.40800481428053,19,13,1319
248,9,0.32622342088564454,-165.6250717592516,10,16,1610
249,3,1.2104575895159044,-7.472192808398251,1,10,1001
250,3,-0.48913309167015023,32.59200883088627,14,7,714
